obs_id;Level;Object;constraint_string;op_type;dictionary;data_object;template;left_op;right_op;model_id;model_name;support;nat_lang_template;individual_relevance_scores;semantic_based_relevance;fitted_obs_id;relevance_score;log_label_left;log_label_right;violation;num_violations
ba4570ef-b19d-428a-9dfe-4b4beeaf876d_Object_purchase order item_Object_payment block;Multi-object;;Succession[purchase payment block item, payment block] | | |;Binary;set();set();Succession;purchase order item;payment block;['a2f9d6bf80254c15914830459c113e3a'];['in class model'];1;{1} occurs if and only if it is followed by {2};{'purchase order item': 0.5033487677574158, 'payment block': 0.6138046979904175};0.5585767328739166;ba4570ef-b19d-428a-9dfe-4b4beeaf876d_Object_purchase order item_Object_payment block;0.5059448660381378;['Create Purchase Order Item', 'Delete Purchase Order Item', 'Reactivate Purchase Order Item'];['Remove Payment Block', 'Set Payment Block'];ba4570ef-b19d-428a-9dfe-4b4beeaf876d_Object_purchase order item_Object_payment block;2288
15c866c5-4a52-48d7-a121-064f5800a622_Object_order confirmation_Object_invoice;Multi-object;;Succession[order confirmation, invoice] | | |;Binary;set();{'a395b2616675478e94c4e6fb8f3a0c57sid-2A2C652E-C4A7-426C-A069-ED15DBA41623'};Succession;order confirmation;invoice;['a395b2616675478e94c4e6fb8f3a0c57'];['DNC Application Process'];1;{1} occurs if and only if it is followed by {2};{'order confirmation': 0.6210375428199768, 'invoice': 0.5028042793273926};0.5619209110736847;15c866c5-4a52-48d7-a121-064f5800a622_Object_order confirmation_Object_invoice;0.5089546264179291;['Receive Order Confirmation'];['Vendor creates invoice', 'Clear Invoice'];15c866c5-4a52-48d7-a121-064f5800a622_Object_order confirmation_Object_invoice;10672
15c866c5-4a52-48d7-a121-064f5800a622_Object_purchase order item_Object_invoice;Multi-object;;Succession[purchase order item, invoice] | | |;Binary;set();{'a395b2616675478e94c4e6fb8f3a0c57sid-2A2C652E-C4A7-426C-A069-ED15DBA41623'};Succession;purchase order item;invoice;['a395b2616675478e94c4e6fb8f3a0c57'];['DNC Application Process'];1;{1} occurs if and only if it is followed by {2};{'purchase order item': 0.6102054119110107, 'invoice': 0.5028042793273926};0.5565048456192017;15c866c5-4a52-48d7-a121-064f5800a622_Object_purchase order item_Object_invoice;0.5040801675088944;['Create Purchase Order Item', 'Delete Purchase Order Item', 'Reactivate Purchase Order Item'];['Vendor creates invoice', 'Clear Invoice'];15c866c5-4a52-48d7-a121-064f5800a622_Object_purchase order item_Object_invoice;4822
b72e3dbc-0e11-44d0-ae94-e128c05cbbca_Object_payment term_Object_order confirmation;Multi-object;;Succession[order confirmation term, order confirmation] | | |;Binary;set();set();Succession;payment term;order confirmation;['3f01ffa3a2f94921b65dadcd221b35e7'];['Separate money'];1;{1} occurs if and only if it is followed by {2};{'payment term': 0.5722766518592834, 'order confirmation': 0.6246318221092224};0.5984542369842529;b72e3dbc-0e11-44d0-ae94-e128c05cbbca_Object_payment term_Object_order confirmation;0.5418346197374405;['Change payment term'];['Receive Order Confirmation'];b72e3dbc-0e11-44d0-ae94-e128c05cbbca_Object_payment term_Object_order confirmation;51
39c9defa-5bdb-4364-8e2f-7dfa06221bf8_Object_payment block_Object_order confirmation;Multi-object;;Alternate Succession[payment block, order confirmation] | | |;Binary;set();set();Alternate Succession;payment block;order confirmation;['3f01ffa3a2f94921b65dadcd221b35e7'];['Separate money'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'payment block': 0.5065757632255554, 'order confirmation': 0.6246318221092224};0.5656037926673889;39c9defa-5bdb-4364-8e2f-7dfa06221bf8_Object_payment block_Object_order confirmation;0.5122692198522629;['Remove Payment Block', 'Set Payment Block'];['Receive Order Confirmation'];39c9defa-5bdb-4364-8e2f-7dfa06221bf8_Object_payment block_Object_order confirmation;2316
1bd4fa01-1014-4acd-97aa-90a4be94b5ec_Object_payment block_Object_payment term;Multi-object;;Alternate Succession[payment block, payment term] | | |;Binary;set();{'c111c9ac28e04e02b49f3941c9ef7d35sid-F72F5EBA-2352-4ADF-A761-3938AE73277E'};Alternate Succession;payment block;payment term;['3f1140d81c7b4d39a46a1d425f7f1ca2', '7c9e5a32531f445a8169e1242b025b83', 'b3c8166239144d338018c2f5a624c64e', '6e876a5b00584e9d997a3e06e3a1cc50', '0454f87ea547417692576a911a14e17b', '572f2747531048d2aa5162d98c71adc6', '365af34c912041eca9f8086efcd00a69', 'd6e1d4c80d7c49adb0634448d15cd73b', '37787ed2af424f9e95357d09f7ed7908', '2f7a0370012e4612a64b294acf5c1b14', '41b7c6b8d3604595ac6215fa38f8d2ef'];['First step', 'Activity 4', 'BartoloD_MainProcess', 'Week 5 ex 1 a', 'Week 2 Tutorial Activity 3 Jane Doe', 'Activity4', 'Jane Doe Assignment 5 Part 2', 'Jane Doe stab (collapsed subprocesses)', 'Claim Settlement', 'IFN515Tutorial2', 'Jane Doe stab'];12;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'payment block': 0.5065757632255554, 'payment term': 0.5722766518592834};0.5394262075424194;1bd4fa01-1014-4acd-97aa-90a4be94b5ec_Object_payment block_Object_payment term;0.5241932642075323;['Remove Payment Block', 'Set Payment Block'];['Change payment term'];1bd4fa01-1014-4acd-97aa-90a4be94b5ec_Object_payment block_Object_payment term;2289
bc74c16a-8e13-494b-a4a4-651defd53a28_Object_payment term_Object_order confirmation;Multi-object;;Alternate Succession[payment term, order confirmation] | | |;Binary;set();set();Alternate Succession;payment term;order confirmation;['3f87a5b691214d60bd7648bfea639e64'];"['Clips &amp; tacks']";1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'payment term': 0.5722766518592834, 'order confirmation': 0.6246318221092224};0.5984542369842529;bc74c16a-8e13-494b-a4a4-651defd53a28_Object_payment term_Object_order confirmation;0.5418346197374405;['Change payment term'];['Receive Order Confirmation'];bc74c16a-8e13-494b-a4a4-651defd53a28_Object_payment term_Object_order confirmation;52
e05810cd-d6db-4e9f-bdea-b87063c3b5a9_Object_payment term_Object_order confirmation;Multi-object;;Succession[payment term, order confirmation] | | |;Binary;set();set();Succession;payment term;order confirmation;['3f87a5b691214d60bd7648bfea639e64'];"['Clips &amp; tacks']";1;{1} occurs if and only if it is followed by {2};{'payment term': 0.5722766518592834, 'order confirmation': 0.6246318221092224};0.5984542369842529;e05810cd-d6db-4e9f-bdea-b87063c3b5a9_Object_payment term_Object_order confirmation;0.5418346197374405;['Change payment term'];['Receive Order Confirmation'];e05810cd-d6db-4e9f-bdea-b87063c3b5a9_Object_payment term_Object_order confirmation;52
a1281f83-b5c9-4786-8186-a9fcbb61f0a5_Object_payment block_Object_order confirmation;Multi-object;;Succession[payment block, order confirmation] | | |;Binary;set();set();Succession;payment block;order confirmation;['3f87a5b691214d60bd7648bfea639e64'];"['Clips &amp; tacks']";1;{1} occurs if and only if it is followed by {2};{'payment block': 0.5065757632255554, 'order confirmation': 0.6246318221092224};0.5656037926673889;a1281f83-b5c9-4786-8186-a9fcbb61f0a5_Object_payment block_Object_order confirmation;0.5122692198522629;['Remove Payment Block', 'Set Payment Block'];['Receive Order Confirmation'];a1281f83-b5c9-4786-8186-a9fcbb61f0a5_Object_payment block_Object_order confirmation;2316
bc9138ea-aa88-4210-9320-32db1c5bf1d7_Object_purchase order item_Object_price;Multi-object;;Succession[purchase price item, price] | | |;Binary;set();set();Succession;purchase order item;price;['52822d397a204f9d8ae36ab657095db3', 'f0f047eea7e54697afb94d21931e1d43', 'f3158d7c0fee477ca742ec8652c1bf20', 'e0bb6af6e13841bc8e3fca3977ea936f', '14e35eadad6846d880a5b15e6decfa2a', 'f676f4536c714b75a9a4c464e2fb0602', '9d67d409aa0a4695b42c4c630d9b0d89', '9a78259fae99466d93da12d4691b090d', '0eea86f74f5646eab19199bef501f6b2', '273d592224c247febc9210566d33743d', '5571e711761647008be73f0ed46896e9', 'adfcc8f82de54fa0a13ab3cd8756a682', '479c010014f2454390db0ea4fee123a4', '86c9f48744e345f3a6dd66c2a2271bcc', '5a169cb2b10d4b5797b47f92e530ed63', '5a21f6321dd7433f879f3cbeb3bd35a7', 'a8f5bd80bd1c4c07a5238eb9b005dd48', 'f34093b982b84245a9e5a6aa2ad0c726', 'd81cc5d8beb9484f9b728af1ba2b4439', 'd97d158edd9d414c8156801a11eb4775', '2dbcd3e4fe8e42b6bd0c24901518a1e3'];['Figure3.9_Jane Doe', 'Fig3.9_Jane Doe', 'Figure 3.9_RothenbergJane Doe', 'Figure 3.10', 'Figure 3.9_Jane Doe', 'Figure 3.10_Jane Doe', 'Figure 3.9', '8-ch3_OR', 'Figure_3.10 Jane Doe-Dottin', 'Figure3.8_Jane Doe', 'Figure 3.10_ Jane Doe', 'Figure3.8_JackelinSanchez', 'Figure 3.10_Jane Doe Rosales', 'Fig. 3.9_Jane Doe', 'Fig 3.10_Jane Doe', 'Fig 3.10_Hess', 'Figure 3.10 Nishant_Sripathi', 'Fig 3.10', 'Fig 3.9', 'Figure 3.10_AT', 'Figure3.9_Jane DoeKelvey'];31;{1} occurs if and only if it is followed by {2};{'purchase order item': 0.5370911955833435, 'price': 0.5368061661720276};0.5369486808776855;bc9138ea-aa88-4210-9320-32db1c5bf1d7_Object_purchase order item_Object_price;0.583253812789917;['Create Purchase Order Item', 'Delete Purchase Order Item', 'Reactivate Purchase Order Item'];['Change Price'];bc9138ea-aa88-4210-9320-32db1c5bf1d7_Object_purchase order item_Object_price;1093
36a93606-e29d-4404-80cb-21d2cdbcbc18_Object_quantity_Object_invoice;Multi-object;;Succession[quantity, invoice] | | |;Binary;set();set();Succession;quantity;invoice;['c8f4b8a795d24591ad4e58d4f4f86f8d', '29560bd2acaa40428a1815aad10489b0'];['CheckInsurance', 'Handle claim'];2;{1} occurs if and only if it is followed by {2};{'quantity': 0.5582296252250671, 'invoice': 0.5571190714836121};0.5576743483543396;36a93606-e29d-4404-80cb-21d2cdbcbc18_Object_quantity_Object_invoice;0.5083585264221315;['Change Quantity'];['Vendor creates invoice', 'Clear Invoice'];36a93606-e29d-4404-80cb-21d2cdbcbc18_Object_quantity_Object_invoice;10232
20134054-7603-4a51-9846-b889da1d4234_Object_payment block_Object_quantity;Multi-object;;Succession[payment block, signing payment block] | | |;Binary;set();set();Succession;payment block;quantity;['ca9b2d3303aa4954a3be015ec145c951'];['3.3. sub process_verify and signing off'];1;{1} occurs if and only if it is followed by {2};{'payment block': 0.69561368227005, 'quantity': 0.5020760297775269};0.5988448560237885;20134054-7603-4a51-9846-b889da1d4234_Object_payment block_Object_quantity;0.5421861768730225;['Remove Payment Block', 'Set Payment Block'];['Change Quantity'];20134054-7603-4a51-9846-b889da1d4234_Object_payment block_Object_quantity;2288
20134054-7603-4a51-9846-b889da1d4234_Object_payment term_Object_quantity;Multi-object;;Succession[payment term, signing payment term] | | |;Binary;set();set();Succession;payment term;quantity;['ca9b2d3303aa4954a3be015ec145c951'];['3.3. sub process_verify and signing off'];1;{1} occurs if and only if it is followed by {2};{'payment term': 0.7836142182350159, 'quantity': 0.5020760297775269};0.6428451240062714;20134054-7603-4a51-9846-b889da1d4234_Object_payment term_Object_quantity;0.5817864180572571;['Change payment term'];['Change Quantity'];20134054-7603-4a51-9846-b889da1d4234_Object_payment term_Object_quantity;1
0443de37-044c-47a9-873b-46e00992fbca_Object_rejection indicator_Object_purchase requisition item;Multi-object;;Succession[rejection indicator, purchase requisition item] | | |;Binary;set();set();Succession;rejection indicator;purchase requisition item;['dc7bf97c0f0143f7bdd2bbfae60682b6'];['Billing process for a project in a company'];1;{1} occurs if and only if it is followed by {2};{'rejection indicator': 0.5909218192100525, 'purchase requisition item': 0.5786157250404358};0.5847687721252441;0443de37-044c-47a9-873b-46e00992fbca_Object_rejection indicator_Object_purchase requisition item;0.5295177013643326;['Change Rejection Indicator'];['Create Purchase Requisition Item'];0443de37-044c-47a9-873b-46e00992fbca_Object_rejection indicator_Object_purchase requisition item;1221
0443de37-044c-47a9-873b-46e00992fbca_Object_rejection indicator_Object_price;Multi-object;;Succession[rejection indicator, price] | | |;Binary;set();set();Succession;rejection indicator;price;['dc7bf97c0f0143f7bdd2bbfae60682b6'];['Billing process for a project in a company'];1;{1} occurs if and only if it is followed by {2};{'rejection indicator': 0.5909218192100525, 'price': 0.5355374813079834};0.5632296502590179;0443de37-044c-47a9-873b-46e00992fbca_Object_rejection indicator_Object_price;0.5101324916847291;['Change Rejection Indicator'];['Change Price'];0443de37-044c-47a9-873b-46e00992fbca_Object_rejection indicator_Object_price;1094
0443de37-044c-47a9-873b-46e00992fbca_Object_rejection indicator_Object_purchase order;Multi-object;;Succession[rejection indicator, purchase order] | | |;Binary;set();set();Succession;rejection indicator;purchase order;['dc7bf97c0f0143f7bdd2bbfae60682b6'];['Billing process for a project in a company'];1;{1} occurs if and only if it is followed by {2};{'rejection indicator': 0.5909218192100525, 'purchase order': 0.7838414311408997};0.6873816251754761;0443de37-044c-47a9-873b-46e00992fbca_Object_rejection indicator_Object_purchase order;0.6218692691095413;['Change Rejection Indicator'];['Release Purchase Order'];0443de37-044c-47a9-873b-46e00992fbca_Object_rejection indicator_Object_purchase order;2
a6ba7a53-52fa-4fd1-b4bf-ee4f2bee3bbe_Object_rejection indicator_Object_purchase requisition item;Multi-object;;Alternate Succession[rejection indicator, purchase requisition item] | | |;Binary;set();set();Alternate Succession;rejection indicator;purchase requisition item;['dc7bf97c0f0143f7bdd2bbfae60682b6'];['Billing process for a project in a company'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'rejection indicator': 0.5909218192100525, 'purchase requisition item': 0.5786157250404358};0.5847687721252441;a6ba7a53-52fa-4fd1-b4bf-ee4f2bee3bbe_Object_rejection indicator_Object_purchase requisition item;0.5295177013643326;['Change Rejection Indicator'];['Create Purchase Requisition Item'];a6ba7a53-52fa-4fd1-b4bf-ee4f2bee3bbe_Object_rejection indicator_Object_purchase requisition item;1221
a6ba7a53-52fa-4fd1-b4bf-ee4f2bee3bbe_Object_rejection indicator_Object_price;Multi-object;;Alternate Succession[rejection indicator, price] | | |;Binary;set();set();Alternate Succession;rejection indicator;price;['dc7bf97c0f0143f7bdd2bbfae60682b6'];['Billing process for a project in a company'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'rejection indicator': 0.5909218192100525, 'price': 0.5355374813079834};0.5632296502590179;a6ba7a53-52fa-4fd1-b4bf-ee4f2bee3bbe_Object_rejection indicator_Object_price;0.5101324916847291;['Change Rejection Indicator'];['Change Price'];a6ba7a53-52fa-4fd1-b4bf-ee4f2bee3bbe_Object_rejection indicator_Object_price;1094
a6ba7a53-52fa-4fd1-b4bf-ee4f2bee3bbe_Object_rejection indicator_Object_purchase order;Multi-object;;Alternate Succession[rejection indicator, purchase order] | | |;Binary;set();set();Alternate Succession;rejection indicator;purchase order;['dc7bf97c0f0143f7bdd2bbfae60682b6'];['Billing process for a project in a company'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'rejection indicator': 0.5909218192100525, 'purchase order': 0.7838414311408997};0.6873816251754761;a6ba7a53-52fa-4fd1-b4bf-ee4f2bee3bbe_Object_rejection indicator_Object_purchase order;0.6218692691095413;['Change Rejection Indicator'];['Release Purchase Order'];a6ba7a53-52fa-4fd1-b4bf-ee4f2bee3bbe_Object_rejection indicator_Object_purchase order;2
30dcf4db-89c5-4539-b685-e2c8a0446f88_Object_invoice_Object_payment term;Multi-object;;Succession[invoice, payment term] | | |;Binary;set();set();Succession;invoice;payment term;['ddd60a3be56e4efaab4a0fb4aed58fca', '7558a9d69da343e881b07b1a12448de7'];['High Level Model', 'Jane Doe (Jane Doe) BPM CVS As-is model '];2;{1} occurs if and only if it is followed by {2};{'invoice': 0.5330387353897095, 'payment term': 0.5901450514793396};0.5615918934345245;30dcf4db-89c5-4539-b685-e2c8a0446f88_Object_invoice_Object_payment term;0.5118843169942979;['Vendor creates invoice', 'Clear Invoice'];['Change payment term'];30dcf4db-89c5-4539-b685-e2c8a0446f88_Object_invoice_Object_payment term;10724
e7b5e15d-2a16-4b84-bb66-df327645175d_Object_payment block_Object_invoice;Multi-object;;Succession[payment block, invoice] | | |;Binary;set();set();Succession;payment block;invoice;['ddd60a3be56e4efaab4a0fb4aed58fca'];['High Level Model'];1;{1} occurs if and only if it is followed by {2};{'payment block': 0.5823706984519958, 'invoice': 0.5330387353897095};0.5577047169208527;e7b5e15d-2a16-4b84-bb66-df327645175d_Object_payment block_Object_invoice;0.5051600516803803;['Remove Payment Block', 'Set Payment Block'];['Vendor creates invoice', 'Clear Invoice'];e7b5e15d-2a16-4b84-bb66-df327645175d_Object_payment block_Object_invoice;10723
ccb0a570-2d5b-47bc-8869-10ccb9e27536_Object_invoice_Object_payment term;Multi-object;;Alternate Succession[invoice, payment term] | | |;Binary;set();set();Alternate Succession;invoice;payment term;['ddd60a3be56e4efaab4a0fb4aed58fca'];['High Level Model'];1;{1} and {2} occur if and only if the latter follows the former, and they alternate in a process instance;{'invoice': 0.5330387353897095, 'payment term': 0.5901450514793396};0.5615918934345245;ccb0a570-2d5b-47bc-8869-10ccb9e27536_Object_invoice_Object_payment term;0.508658510542685;['Vendor creates invoice', 'Clear Invoice'];['Change payment term'];ccb0a570-2d5b-47bc-8869-10ccb9e27536_Object_invoice_Object_payment term;10724
